project_type,client_industry,estimated_timeline_months,team_size,complexity_score,revision_count,developer_experience_level,final_billed_amount
E-commerce Platform,Finance,16,2,2,7,5,6203744.64
Business Intelligence Dashboard,Healthcare,10,14,1,8,3,21484144.56
Legacy System Modernization,Startup,9,12,5,4,4,12713406.25
IoT System,Startup,4,12,2,4,1,6363491.2
E-commerce Platform,Finance,14,8,5,6,4,23238927.01
Cloud Migration,Retail,4,5,1,6,5,1866436.72
DevOps Automation,Healthcare,12,4,3,0,4,7757975.78
DevOps Automation,Startup,10,11,5,4,4,16823890.4
CRM System,Retail,4,10,1,7,1,5399186.32
DevOps Automation,Healthcare,18,2,5,6,5,10144518.46
Blockchain Solution,Education,13,9,2,10,3,23881304.7
Data Engineering Pipeline,Education,13,2,5,1,1,5521828.58
Business Intelligence Dashboard,Healthcare,14,14,2,7,5,53552239.42
Data Engineering Pipeline,Finance,18,15,2,1,5,53627038.29
Legacy System Modernization,Healthcare,1,6,1,9,4,1100498.06
Business Intelligence Dashboard,Healthcare,16,11,4,0,2,25672293.88
Cybersecurity Implementation,Finance,15,9,5,10,2,52177632.94
Business Intelligence Dashboard,Finance,5,7,3,10,3,16509458.98
Data Engineering Pipeline,Retail,6,8,2,10,4,7215933.07
E-commerce Platform,Retail,6,12,4,2,2,7906914.97
Business Intelligence Dashboard,Finance,3,9,2,2,1,3773690.02
Cybersecurity Implementation,Education,16,14,4,5,3,34279814.79
Cybersecurity Implementation,Education,12,7,4,2,4,13537825.32
Web Application,Healthcare,4,12,3,6,1,7709023.01
Business Intelligence Dashboard,Startup,1,7,4,7,2,879383.92
IoT System,Healthcare,4,12,3,2,2,7567405.23
CRM System,Healthcare,1,7,1,8,2,1184982.83
ERP System,Startup,8,6,2,0,2,4731560.68
Mobile Application,Finance,5,9,3,2,5,8040922.63
Cybersecurity Implementation,Education,2,14,2,2,3,4029288.92
AI/ML Solution,Healthcare,12,3,5,6,3,13530537.97
ERP System,Startup,17,8,1,10,2,14395340.27
Blockchain Solution,Retail,7,5,5,10,3,25434549.64
Cloud Migration,Healthcare,11,2,5,4,1,6655772.42
Business Intelligence Dashboard,Education,4,14,4,3,1,17384559.21
Data Engineering Pipeline,Finance,5,6,4,1,3,7260819.86
Mobile Application,Healthcare,6,4,5,6,2,5838428.36
AI/ML Solution,Healthcare,11,5,4,2,4,26633897.12
ERP System,Startup,1,8,2,6,2,1291891.99
Business Intelligence Dashboard,Retail,10,6,4,9,5,8541403.73
Web Application,Retail,11,15,5,6,4,30946064.1
Cloud Migration,Finance,17,5,4,10,5,28834396.38
Mobile Application,Education,8,2,4,1,3,1880530.99
CRM System,Finance,13,7,3,6,5,20298541.45
Legacy System Modernization,Healthcare,18,12,3,5,3,46213171.26
Web Application,Healthcare,16,11,5,9,5,37709552.33
AI/ML Solution,Retail,2,7,2,3,4,2925120.14
Blockchain Solution,Education,5,8,1,10,5,5698484.9
Mobile Application,Startup,18,2,1,4,2,2986229.71
Web Application,Education,3,15,5,7,3,7534567.99
Cloud Migration,Healthcare,17,5,2,4,1,17474496.06
CRM System,Startup,16,13,2,2,5,23752236.41
Web Application,Education,6,10,2,1,3,5096573.91
DevOps Automation,Education,7,13,3,5,1,11252838.52
CRM System,Startup,18,15,5,5,3,42326359.81
Legacy System Modernization,Healthcare,14,11,1,6,3,20038751.17
AI/ML Solution,Education,6,7,2,7,1,5945602.16
Blockchain Solution,Startup,8,3,5,3,1,6255966.98
Cloud Migration,Healthcare,15,5,1,7,4,14358627.82
IoT System,Startup,15,7,3,0,5,15557642.66
Business Intelligence Dashboard,Startup,15,5,4,5,5,7187037.71
Data Engineering Pipeline,Education,16,11,1,5,3,16194900.32
SaaS Product,Healthcare,1,8,1,2,2,1269522.38
E-commerce Platform,Education,11,13,1,8,2,10048026.08
E-commerce Platform,Finance,5,14,4,4,3,17387246.5
Data Engineering Pipeline,Finance,5,4,2,0,4,4193475.15
SaaS Product,Healthcare,6,7,4,6,1,9791104.49
Data Engineering Pipeline,Startup,2,14,1,9,3,2947016.82
Mobile Application,Education,6,13,3,2,5,7204929.35
AI/ML Solution,Education,14,5,1,9,2,10935392.87
Cloud Migration,Healthcare,11,4,3,9,2,8519093.27
CRM System,Healthcare,4,13,5,10,2,18665519.94
Mobile Application,Finance,9,4,3,3,4,13000767.16
AI/ML Solution,Retail,3,15,1,5,5,5184339.77
Business Intelligence Dashboard,Healthcare,16,3,4,7,4,9100505.17
DevOps Automation,Retail,11,12,1,3,1,13403654.91
E-commerce Platform,Healthcare,4,4,1,8,3,2387252.83
Cloud Migration,Startup,1,14,5,7,3,2484658.6
Data Engineering Pipeline,Startup,16,13,2,9,2,31594767.88
Web Application,Finance,16,15,1,9,2,33729720.0
IoT System,Finance,11,11,5,5,1,33826340.53
Cloud Migration,Retail,8,2,4,6,4,3441689.05
Cybersecurity Implementation,Healthcare,1,4,5,7,5,1429919.72
Blockchain Solution,Education,9,10,5,1,1,15280956.52
SaaS Product,Finance,12,5,3,4,3,15327948.12
AI/ML Solution,Education,8,4,2,6,3,4772971.61
ERP System,Education,17,9,2,7,4,19546743.33
Business Intelligence Dashboard,Healthcare,10,2,4,4,1,4087905.59
DevOps Automation,Retail,7,6,5,2,5,7090654.68
Business Intelligence Dashboard,Healthcare,6,2,4,5,1,2351182.86
Cloud Migration,Finance,18,8,4,4,1,39757943.85
E-commerce Platform,Education,15,6,2,7,4,11667030.14
SaaS Product,Healthcare,2,3,2,8,5,1038520.31
ERP System,Healthcare,14,13,2,8,3,45510756.76
Cybersecurity Implementation,Healthcare,10,15,1,5,2,27058532.06
CRM System,Finance,16,2,5,3,5,10057475.32
Web Application,Retail,7,12,4,3,3,13643132.12
ERP System,Healthcare,8,8,5,8,4,15122442.54
AI/ML Solution,Finance,10,13,4,3,5,37273624.81
Data Engineering Pipeline,Education,15,2,4,7,5,4794625.65
Cybersecurity Implementation,Startup,8,4,4,8,3,5633732.02
Web Application,Finance,13,12,4,4,3,30950461.02
IoT System,Startup,12,7,3,5,1,7670768.96
DevOps Automation,Healthcare,8,7,3,2,1,10620416.36
Data Engineering Pipeline,Healthcare,15,8,1,4,5,19361415.79
Cloud Migration,Finance,12,12,2,4,2,29858151.51
ERP System,Startup,11,15,4,1,4,24077717.3
E-commerce Platform,Healthcare,14,12,5,9,3,47467796.26
Web Application,Education,18,2,3,5,1,4809961.59
Blockchain Solution,Retail,13,8,2,8,4,19925115.83
Mobile Application,Retail,4,3,1,10,5,1085454.29
Blockchain Solution,Healthcare,17,7,2,6,3,32725139.08
CRM System,Startup,9,14,4,7,3,21261013.61
Blockchain Solution,Healthcare,7,9,2,1,1,14202691.28
IoT System,Startup,1,14,4,10,2,2876201.07
CRM System,Education,7,6,3,8,3,6641296.94
Cybersecurity Implementation,Startup,7,11,3,2,2,13090794.36
DevOps Automation,Healthcare,7,4,4,9,4,5371320.49
Cybersecurity Implementation,Education,8,12,5,4,3,21372722.29
Mobile Application,Finance,16,9,3,6,3,70614849.33
AI/ML Solution,Retail,3,9,5,3,2,8573570.23
DevOps Automation,Healthcare,13,5,4,6,1,16012573.83
Blockchain Solution,Healthcare,10,9,4,7,5,30494967.87
E-commerce Platform,Healthcare,18,6,3,9,4,20364557.62
Business Intelligence Dashboard,Education,7,14,5,9,3,19573323.39
AI/ML Solution,Finance,5,12,4,3,1,14270654.87
DevOps Automation,Startup,7,6,3,4,3,5081179.62
DevOps Automation,Finance,17,4,4,10,4,18858102.05
Mobile Application,Education,4,8,2,2,5,3397256.43
Cloud Migration,Healthcare,16,12,2,4,3,39443118.39
Blockchain Solution,Retail,10,15,3,7,2,36700840.49
Mobile Application,Healthcare,3,12,4,2,1,5997939.43
DevOps Automation,Startup,3,10,3,4,5,3266271.41
Web Application,Retail,17,10,1,9,3,16042473.04
AI/ML Solution,Healthcare,10,2,3,0,5,12351518.31
Mobile Application,Retail,17,2,3,1,2,4640587.88
Cloud Migration,Finance,17,11,2,2,3,40303701.32
SaaS Product,Education,4,13,2,0,5,7454052.43
ERP System,Healthcare,6,13,4,10,3,21118435.29
Cybersecurity Implementation,Startup,12,12,3,10,3,19316023.45
DevOps Automation,Finance,17,6,3,8,5,22010267.43
Blockchain Solution,Healthcare,17,2,4,8,3,9206321.1
Business Intelligence Dashboard,Finance,10,5,5,4,2,12576880.33
ERP System,Startup,7,13,4,3,5,10114337.38
CRM System,Healthcare,16,2,2,4,5,5262895.82
E-commerce Platform,Startup,13,3,2,3,2,3623157.18
E-commerce Platform,Retail,3,3,3,4,2,939487.53
Legacy System Modernization,Startup,2,5,2,6,2,1065796.8
Legacy System Modernization,Retail,16,9,4,10,3,30087716.17
Data Engineering Pipeline,Healthcare,6,3,3,7,3,3953754.62
Cloud Migration,Retail,6,15,4,1,4,18039234.97
Business Intelligence Dashboard,Healthcare,13,10,4,3,3,22978795.95
SaaS Product,Healthcare,7,13,3,7,2,21686327.36
SaaS Product,Education,5,10,5,6,4,11247152.06
Data Engineering Pipeline,Healthcare,7,3,2,8,2,4566554.68
Cloud Migration,Retail,2,2,1,4,1,560789.19
Blockchain Solution,Education,17,11,1,5,5,29775808.71
Web Application,Education,13,11,1,10,1,14868463.44
Blockchain Solution,Healthcare,16,10,2,7,2,42104122.38
Cybersecurity Implementation,Startup,2,3,5,10,3,1441371.71
ERP System,Startup,5,9,4,4,5,7348275.11
AI/ML Solution,Education,18,15,3,8,3,125556337.42
SaaS Product,Healthcare,7,4,5,3,3,7793111.44
E-commerce Platform,Startup,11,2,1,7,5,2103656.95
Cloud Migration,Healthcare,11,12,2,2,5,22621364.84
Blockchain Solution,Healthcare,17,2,2,4,1,7330677.54
AI/ML Solution,Education,16,11,3,7,2,32328139.17
Cybersecurity Implementation,Education,13,3,4,9,3,8090568.1
DevOps Automation,Finance,5,8,5,6,2,10667446.16
CRM System,Startup,16,13,5,0,2,35120807.72
ERP System,Startup,16,7,5,3,4,23440958.65
Cybersecurity Implementation,Startup,16,13,4,1,1,32497175.63
Cybersecurity Implementation,Retail,14,12,4,1,3,41697860.74
Blockchain Solution,Healthcare,6,3,4,6,5,5949253.55
Web Application,Education,2,5,3,2,5,1094391.53
Data Engineering Pipeline,Startup,14,3,2,2,2,4721123.04
SaaS Product,Finance,16,2,1,5,1,5995114.16
CRM System,Startup,13,13,4,5,1,26728863.55
ERP System,Healthcare,15,4,2,0,3,11587972.58
DevOps Automation,Healthcare,12,5,4,0,3,13812000.26
DevOps Automation,Education,9,11,1,10,2,9464305.85
Mobile Application,Retail,18,6,4,5,2,16593614.83
Cybersecurity Implementation,Education,14,6,2,6,2,10432361.51
Cloud Migration,Startup,4,8,3,8,4,4428049.72
Web Application,Finance,8,15,1,3,1,12903158.84
CRM System,Education,8,11,2,9,2,11774840.97
Blockchain Solution,Retail,16,9,5,5,1,47106752.33
DevOps Automation,Education,10,10,5,2,5,16402386.26
ERP System,Healthcare,17,13,5,10,5,77338063.34
Mobile Application,Startup,1,8,3,3,1,909900.43
E-commerce Platform,Startup,18,6,4,8,5,15295715.12
SaaS Product,Startup,10,10,4,0,5,14454793.85
ERP System,Startup,4,9,4,4,5,4415896.68
Web Application,Startup,1,11,3,10,3,1165369.72
Cloud Migration,Startup,4,10,5,6,3,15948630.59
Mobile Application,Finance,4,11,4,2,1,8827368.67
E-commerce Platform,Retail,4,9,3,1,1,5577393.52
Mobile Application,Startup,17,7,3,10,4,17029843.09
Data Engineering Pipeline,Retail,9,5,2,1,3,7315880.88
CRM System,Startup,13,10,4,0,1,18503322.06
Mobile Application,Education,4,13,5,4,3,10371414.54
IoT System,Startup,5,10,1,2,4,6909285.86
Data Engineering Pipeline,Healthcare,13,11,3,10,1,35613034.6
Data Engineering Pipeline,Finance,16,11,2,6,1,25733369.95
Web Application,Education,5,10,1,0,1,4524774.63
IoT System,Education,8,15,3,8,1,14326355.65
AI/ML Solution,Healthcare,16,11,2,1,2,74857926.04
ERP System,Startup,1,4,4,7,3,584879.04
SaaS Product,Finance,6,12,2,9,3,17608268.06
Cloud Migration,Education,11,13,3,3,3,16959851.26
Business Intelligence Dashboard,Finance,16,4,4,5,4,15323154.98
ERP System,Education,5,12,5,8,2,13315382.41
Mobile Application,Startup,16,7,2,6,3,13399072.32
Cloud Migration,Education,7,7,1,7,3,4098286.4
DevOps Automation,Education,1,14,4,6,1,1377834.2
AI/ML Solution,Retail,9,14,4,1,1,25399499.15
DevOps Automation,Startup,18,7,5,8,1,24729277.66
IoT System,Healthcare,13,6,2,0,3,16883661.35
Legacy System Modernization,Healthcare,15,15,1,1,1,35635638.32
DevOps Automation,Startup,3,6,5,2,3,3065054.4
Blockchain Solution,Healthcare,10,3,2,2,4,6333363.6
CRM System,Startup,9,15,1,9,4,14197693.2
ERP System,Healthcare,13,8,1,3,5,17079484.97
Business Intelligence Dashboard,Retail,16,13,3,4,2,24907179.7
Blockchain Solution,Healthcare,3,5,1,5,1,3277620.57
Legacy System Modernization,Education,15,15,2,0,1,26426828.02
Web Application,Startup,17,4,5,7,2,8156561.11
Business Intelligence Dashboard,Finance,14,9,5,5,2,31447639.48
DevOps Automation,Finance,7,5,3,9,5,8217494.08
Mobile Application,Startup,16,12,2,8,2,19506672.32
E-commerce Platform,Retail,8,5,1,4,3,4487695.35
AI/ML Solution,Healthcare,4,9,3,6,1,9329084.34
SaaS Product,Retail,15,2,4,10,2,5521623.36
Cybersecurity Implementation,Finance,5,10,2,3,3,8113066.99
Business Intelligence Dashboard,Startup,13,15,3,5,2,23326407.93
SaaS Product,Startup,6,8,5,5,3,8633417.95
SaaS Product,Retail,5,13,3,3,4,13142848.98
DevOps Automation,Retail,17,3,4,5,3,6667936.19
AI/ML Solution,Healthcare,7,12,2,7,5,18497275.54
Cloud Migration,Education,6,13,3,10,3,12732443.7
ERP System,Education,2,7,1,4,2,2063065.62
SaaS Product,Healthcare,11,9,2,1,4,16706846.54
Data Engineering Pipeline,Education,7,12,3,8,4,14610182.32
Legacy System Modernization,Finance,8,6,3,10,3,12712779.28
CRM System,Education,5,7,2,3,2,4683074.39
AI/ML Solution,Healthcare,18,13,5,3,4,56629444.59
Mobile Application,Education,16,11,1,10,3,20145343.96
IoT System,Startup,14,9,2,6,3,17800135.01
Mobile Application,Retail,12,14,1,9,3,15889126.75
AI/ML Solution,Finance,17,7,1,9,4,30258642.36
Mobile Application,Startup,5,13,2,5,1,6112639.41
SaaS Product,Startup,14,10,3,3,2,42417784.35
ERP System,Healthcare,6,13,5,5,5,26748856.39
Mobile Application,Retail,15,10,1,2,5,10723200.47
Business Intelligence Dashboard,Retail,7,10,1,6,2,8163546.35
Data Engineering Pipeline,Finance,14,7,3,5,1,20944691.09
Mobile Application,Healthcare,18,13,2,2,2,32498824.18
Data Engineering Pipeline,Finance,1,13,5,0,3,3309792.23
E-commerce Platform,Education,6,10,1,9,2,5110485.21
DevOps Automation,Startup,3,4,1,4,2,1001407.87
Web Application,Finance,5,6,2,9,4,3692745.23
ERP System,Startup,12,3,3,1,5,11906291.14
Legacy System Modernization,Healthcare,11,13,4,6,5,29431216.13
SaaS Product,Education,13,14,3,6,3,34588871.44
Web Application,Healthcare,16,14,1,3,3,31351891.0
SaaS Product,Education,18,9,1,5,4,20197902.28
DevOps Automation,Education,17,12,5,0,3,34545888.14
SaaS Product,Startup,17,14,3,1,1,31884258.46
E-commerce Platform,Healthcare,11,5,4,5,4,13286036.43
ERP System,Healthcare,10,7,5,1,4,22568605.14
AI/ML Solution,Finance,16,7,4,10,2,39633185.38
AI/ML Solution,Healthcare,2,6,5,3,2,10368910.4
Data Engineering Pipeline,Finance,17,13,3,3,1,56948536.48
DevOps Automation,Retail,10,13,1,9,4,14644071.98
Data Engineering Pipeline,Retail,13,2,4,8,4,6068164.1
E-commerce Platform,Retail,12,12,3,9,2,26012958.95
CRM System,Healthcare,15,8,4,6,5,30169734.58
Mobile Application,Healthcare,7,11,3,6,5,14639595.24
Cybersecurity Implementation,Finance,13,9,5,10,2,44091076.47
CRM System,Education,12,2,3,0,3,2853989.72
Mobile Application,Finance,12,11,5,10,4,44738771.4
ERP System,Retail,2,8,1,4,1,1975434.08
Data Engineering Pipeline,Finance,5,5,5,2,5,9184272.89
Legacy System Modernization,Education,2,7,2,2,3,1730013.69
ERP System,Healthcare,13,10,1,5,4,20265636.72
E-commerce Platform,Finance,3,6,3,3,3,3579961.08
Blockchain Solution,Retail,11,9,3,7,4,24006536.92
Blockchain Solution,Retail,16,6,2,3,4,40614352.7
Blockchain Solution,Healthcare,1,3,3,7,2,789854.44
E-commerce Platform,Finance,11,5,1,3,2,8507796.08
Legacy System Modernization,Education,9,15,1,2,1,10794674.05
SaaS Product,Healthcare,14,3,5,4,1,13625576.11
ERP System,Finance,9,8,4,4,3,21292368.62
Mobile Application,Startup,7,8,3,9,2,6998286.41
E-commerce Platform,Retail,16,15,2,9,4,30863650.36
Blockchain Solution,Education,3,4,1,0,2,1423408.88
Legacy System Modernization,Education,4,15,1,7,4,7163841.81
DevOps Automation,Education,7,14,1,7,2,10919836.82
E-commerce Platform,Retail,12,8,4,7,4,11634279.74
IoT System,Finance,18,2,4,9,3,9093864.39
SaaS Product,Healthcare,5,2,3,3,2,2293596.93
Mobile Application,Finance,10,10,2,8,5,13412799.31
Blockchain Solution,Healthcare,12,7,4,9,5,62951604.09
Cloud Migration,Education,8,14,5,2,4,20505985.1
AI/ML Solution,Finance,15,15,4,6,3,63255329.88
Legacy System Modernization,Education,1,13,1,5,4,1545901.11
AI/ML Solution,Startup,3,6,2,8,3,2537136.61
CRM System,Education,18,14,3,3,1,33377991.05
AI/ML Solution,Education,18,7,4,3,2,19768821.27
Mobile Application,Healthcare,2,7,1,5,3,2283879.73
Business Intelligence Dashboard,Startup,5,2,5,7,4,1560592.51
Data Engineering Pipeline,Education,1,6,5,2,1,1515956.1
Mobile Application,Education,10,10,3,10,4,13623315.36
SaaS Product,Startup,10,5,3,7,5,5917828.31
IoT System,Startup,5,4,4,7,5,4048080.77
Mobile Application,Finance,18,2,3,6,2,7633301.75
E-commerce Platform,Healthcare,15,15,1,6,2,35017171.48
Legacy System Modernization,Startup,8,3,1,4,1,2370387.67
Cybersecurity Implementation,Startup,17,4,1,1,5,8111175.04
Legacy System Modernization,Retail,12,5,4,1,3,10947209.21
Data Engineering Pipeline,Startup,12,8,4,9,5,36370981.21
Cloud Migration,Healthcare,1,7,3,7,2,4120477.52
AI/ML Solution,Education,4,12,4,10,4,11565046.3
Data Engineering Pipeline,Education,8,9,1,5,1,8205838.63
AI/ML Solution,Education,1,15,2,7,5,5104600.07
CRM System,Education,15,10,1,2,3,14551609.75
Data Engineering Pipeline,Retail,18,7,2,0,3,16972279.41
Blockchain Solution,Startup,1,8,3,5,3,1505687.58
SaaS Product,Education,11,5,5,1,1,11735972.7
SaaS Product,Finance,2,3,4,8,3,1880018.0
AI/ML Solution,Education,1,10,4,4,3,2470033.67
Cloud Migration,Startup,12,10,1,4,5,14366541.81
Blockchain Solution,Education,16,5,1,9,1,13911395.89
Web Application,Retail,10,13,2,7,4,14702573.41
ERP System,Healthcare,18,4,4,5,4,18632018.2
ERP System,Healthcare,15,11,3,2,3,46544977.99
Cloud Migration,Startup,17,15,1,8,2,29691898.54
Cybersecurity Implementation,Healthcare,10,12,4,9,1,26476874.49
Web Application,Healthcare,3,7,5,3,2,4617215.14
CRM System,Finance,16,15,2,9,1,51778788.37
Cloud Migration,Startup,6,15,1,3,1,11147984.58
Blockchain Solution,Startup,3,4,1,1,5,1579018.6
ERP System,Healthcare,9,2,3,2,3,3552892.25
E-commerce Platform,Healthcare,11,5,1,3,5,5488994.46
ERP System,Healthcare,13,2,4,6,2,7346098.82
ERP System,Retail,18,3,4,2,2,12260160.08
Blockchain Solution,Education,4,4,4,7,4,2366410.6
DevOps Automation,Retail,8,9,5,7,5,16372310.64
Cloud Migration,Startup,13,11,5,9,5,32855186.39
Mobile Application,Finance,10,5,1,10,5,6464125.66
Legacy System Modernization,Education,2,5,5,1,4,1894147.63
CRM System,Finance,8,14,5,3,5,81781998.16
ERP System,Startup,6,11,3,7,5,9702741.63
Legacy System Modernization,Startup,16,10,5,0,5,29505544.76
SaaS Product,Finance,18,8,2,0,5,27649296.1
E-commerce Platform,Finance,17,3,2,3,2,8990728.63
AI/ML Solution,Finance,6,4,2,10,3,4784433.06
Cloud Migration,Startup,13,5,1,1,2,7117518.88
IoT System,Healthcare,14,5,4,0,5,15691121.76
Blockchain Solution,Finance,10,11,3,7,1,36200209.22
DevOps Automation,Education,11,9,1,1,1,10538300.68
SaaS Product,Startup,13,11,4,3,4,22227929.68
Cloud Migration,Retail,12,15,3,2,2,29989350.53
CRM System,Retail,9,11,3,1,4,10295288.91
E-commerce Platform,Education,4,7,3,7,4,3521367.06
DevOps Automation,Healthcare,7,4,2,2,1,4589639.42
CRM System,Finance,2,12,2,8,2,5096320.05
SaaS Product,Startup,7,10,2,9,3,6939190.99
Cloud Migration,Finance,9,11,3,4,2,20432927.96
Mobile Application,Startup,5,9,3,8,4,5620158.05
SaaS Product,Retail,15,10,2,2,5,21303522.68
IoT System,Finance,18,6,3,4,4,18936394.07
CRM System,Education,4,4,2,9,2,2546159.57
DevOps Automation,Healthcare,7,5,2,5,1,5370288.32
DevOps Automation,Education,8,15,2,8,2,12173412.75
Legacy System Modernization,Healthcare,17,14,4,7,3,50370580.37
CRM System,Finance,13,13,3,1,5,29937845.43
Business Intelligence Dashboard,Finance,11,6,1,1,5,9315159.62
Cloud Migration,Healthcare,1,10,2,4,4,1881994.85
Business Intelligence Dashboard,Retail,2,10,1,4,2,1384865.96
Cybersecurity Implementation,Startup,17,15,4,4,1,48852917.87
Cloud Migration,Education,5,4,3,3,3,3201334.52
CRM System,Education,6,8,2,7,4,5151913.02
Web Application,Education,7,7,2,10,2,4446448.4
E-commerce Platform,Finance,15,5,2,4,1,11986547.8
CRM System,Education,16,6,1,0,2,8278839.09
Business Intelligence Dashboard,Startup,13,15,4,9,1,25092804.45
Mobile Application,Startup,5,11,3,4,2,6090258.48
E-commerce Platform,Healthcare,3,3,4,0,2,1828439.16
CRM System,Finance,3,12,2,3,4,5726690.95
CRM System,Startup,14,8,4,0,2,13502725.93
Mobile Application,Retail,16,15,1,5,2,17708017.55
CRM System,Finance,17,5,5,5,4,24424794.33
E-commerce Platform,Finance,4,3,5,0,4,3347349.91
ERP System,Startup,13,12,3,7,5,23936724.24
Web Application,Retail,8,7,3,3,5,16197010.3
AI/ML Solution,Healthcare,5,12,4,1,4,18253253.22
Web Application,Startup,2,13,3,0,3,2568827.97
Blockchain Solution,Retail,15,3,1,10,1,5595010.98
IoT System,Finance,2,11,2,2,4,4592172.73
Legacy System Modernization,Retail,11,3,2,6,5,4781592.12
CRM System,Finance,13,8,4,9,2,28560194.07
ERP System,Startup,10,2,2,10,4,2360144.06
Cloud Migration,Startup,3,8,4,9,4,2966102.85
CRM System,Education,5,11,3,7,5,7322260.13
Business Intelligence Dashboard,Education,3,6,3,4,5,4480210.88
SaaS Product,Education,6,2,1,6,3,3255659.87
